,time_period_start,time_period_end,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded,trades_count
270,2018-09-28T00:00:00.0000000Z,2018-09-29T00:00:00.0000000Z,2018-09-28T00:00:46.1830000Z,2018-09-28T23:59:57.6680000Z,63.1,64.68,60.12,61.75,181400.97673172,25803
271,2018-09-29T00:00:00.0000000Z,2018-09-30T00:00:00.0000000Z,2018-09-29T00:00:06.4320000Z,2018-09-29T23:59:58.1390000Z,61.74,62.39,59.05,61.45,118805.94774703,20704
272,2018-09-30T00:00:00.0000000Z,2018-10-01T00:00:00.0000000Z,2018-09-30T00:00:24.4780000Z,2018-09-30T23:59:51.4960000Z,61.46,62.99,59.76,61.05,136111.5967624,19267
273,2018-10-01T00:00:00.0000000Z,2018-10-02T00:00:00.0000000Z,2018-10-01T00:00:00.0000000Z,2018-10-01T23:59:43.7570000Z,61.05,61.8,59.22,60.22,143577.08226428,21411
274,2018-10-02T00:00:00.0000000Z,2018-10-03T00:00:00.0000000Z,2018-10-02T00:00:05.1060000Z,2018-10-02T23:59:43.7120000Z,60.21,61.3,58.6,59.2,110150.18551349,16058
275,2018-10-03T00:00:00.0000000Z,2018-10-04T00:00:00.0000000Z,2018-10-03T00:00:04.4500000Z,2018-10-03T23:59:59.6510000Z,59.2,59.32,56.55,57.25,142525.46781134,17318
276,2018-10-04T00:00:00.0000000Z,2018-10-05T00:00:00.0000000Z,2018-10-04T00:00:06.4330000Z,2018-10-04T23:59:29.3070000Z,57.25,58.91,57.08,58.0,90990.01854423,10910
277,2018-10-05T00:00:00.0000000Z,2018-10-06T00:00:00.0000000Z,2018-10-05T00:00:03.3130000Z,2018-10-05T23:59:51.1850000Z,57.99,59.45,57.23,58.47,85012.52222633,13776
278,2018-10-06T00:00:00.0000000Z,2018-10-07T00:00:00.0000000Z,2018-10-06T00:00:03.1650000Z,2018-10-06T23:59:45.4480000Z,58.47,58.67,56.7,57.7,61959.61823111,11978
279,2018-10-07T00:00:00.0000000Z,2018-10-08T00:00:00.0000000Z,2018-10-07T00:00:15.9940000Z,2018-10-07T23:59:58.3720000Z,57.71,58.22,56.85,57.9,54122.81896167,9363
280,2018-10-08T00:00:00.0000000Z,2018-10-09T00:00:00.0000000Z,2018-10-08T00:00:24.4900000Z,2018-10-08T23:59:20.0960000Z,57.9,59.79,57.36,59.24,104503.56679715,11880
281,2018-10-09T00:00:00.0000000Z,2018-10-10T00:00:00.0000000Z,2018-10-09T00:00:06.5590000Z,2018-10-09T23:59:38.3680000Z,59.25,59.4,58.02,58.43,60986.03740161,9595
282,2018-10-10T00:00:00.0000000Z,2018-10-11T00:00:00.0000000Z,2018-10-10T00:00:08.2780000Z,2018-10-10T23:59:49.5370000Z,58.45,58.46,56.85,57.49,94562.57313765,11807
283,2018-10-11T00:00:00.0000000Z,2018-10-12T00:00:00.0000000Z,2018-10-11T00:00:39.2240000Z,2018-10-11T23:59:57.9110000Z,57.49,57.49,50.04,50.55,379817.81069868,35852
284,2018-10-12T00:00:00.0000000Z,2018-10-13T00:00:00.0000000Z,2018-10-12T00:00:00.4670000Z,2018-10-12T23:59:36.1030000Z,50.55,53.43,50.15,53.03,140954.77168572,17890
285,2018-10-13T00:00:00.0000000Z,2018-10-14T00:00:00.0000000Z,2018-10-13T00:00:13.4980000Z,2018-10-13T23:59:57.7940000Z,53.03,53.85,52.52,53.05,76712.93600762,10562
286,2018-10-14T00:00:00.0000000Z,2018-10-15T00:00:00.0000000Z,2018-10-14T00:01:07.6310000Z,2018-10-14T23:59:57.4090000Z,53.07,53.35,51.1,51.36,69595.08473578,9418
287,2018-10-15T00:00:00.0000000Z,2018-10-16T00:00:00.0000000Z,2018-10-15T00:00:00.5470000Z,2018-10-15T23:59:54.1560000Z,51.37,56.77,51.01,53.55,306834.18760176,24518
288,2018-10-16T00:00:00.0000000Z,2018-10-17T00:00:00.0000000Z,2018-10-16T00:00:08.6260000Z,2018-10-16T23:59:55.6070000Z,53.52,54.23,52.54,53.1,112262.17166457,13873
289,2018-10-17T00:00:00.0000000Z,2018-10-18T00:00:00.0000000Z,2018-10-17T00:00:02.5810000Z,2018-10-17T23:59:25.7340000Z,53.1,53.24,52.25,52.81,103175.94292678,14253
290,2018-10-18T00:00:00.0000000Z,2018-10-19T00:00:00.0000000Z,2018-10-18T00:00:00.4870000Z,2018-10-18T23:59:50.7660000Z,52.81,53.39,51.01,51.73,82319.52737741,11556
291,2018-10-19T00:00:00.0000000Z,2018-10-20T00:00:00.0000000Z,2018-10-19T00:00:05.3390000Z,2018-10-19T23:59:56.0010000Z,51.73,53.12,51.47,52.5,83368.8658625,9935
292,2018-10-20T00:00:00.0000000Z,2018-10-21T00:00:00.0000000Z,2018-10-20T00:00:05.3780000Z,2018-10-20T23:59:57.0400000Z,52.5,53.0,52.08,52.83,53780.84019558,8197
293,2018-10-21T00:00:00.0000000Z,2018-10-22T00:00:00.0000000Z,2018-10-21T00:00:10.8180000Z,2018-10-21T23:59:20.0690000Z,52.83,53.11,52.03,52.23,50064.63594867,7375
294,2018-10-22T00:00:00.0000000Z,2018-10-23T00:00:00.0000000Z,2018-10-22T00:00:14.4850000Z,2018-10-22T23:59:34.8960000Z,52.23,52.49,51.4,51.67,68864.19027325,9282
295,2018-10-23T00:00:00.0000000Z,2018-10-24T00:00:00.0000000Z,2018-10-23T00:00:05.0900000Z,2018-10-23T23:59:02.1220000Z,51.68,52.49,51.4,52.1,64771.14415639,9257
296,2018-10-24T00:00:00.0000000Z,2018-10-25T00:00:00.0000000Z,2018-10-24T00:00:07.4230000Z,2018-10-24T23:59:48.9530000Z,52.1,52.59,51.7,51.85,62788.07343135,9866
297,2018-10-25T00:00:00.0000000Z,2018-10-26T00:00:00.0000000Z,2018-10-25T00:00:42.1690000Z,2018-10-25T23:59:23.2650000Z,51.86,51.96,51.54,51.71,43207.56326801,7850
298,2018-10-26T00:00:00.0000000Z,2018-10-27T00:00:00.0000000Z,2018-10-26T00:00:39.0230000Z,2018-10-26T23:59:55.7180000Z,51.72,52.38,51.16,51.59,63223.5673218,10540
299,2018-10-27T00:00:00.0000000Z,2018-10-28T00:00:00.0000000Z,2018-10-27T00:00:05.2530000Z,2018-10-27T23:59:59.5350000Z,51.6,51.82,51.3,51.57,35088.0967228,9637
300,2018-10-28T00:00:00.0000000Z,2018-10-29T00:00:00.0000000Z,2018-10-28T00:00:05.1780000Z,2018-10-28T23:59:46.3260000Z,51.52,51.66,51.11,51.53,38522.51509769,10024
301,2018-10-29T00:00:00.0000000Z,2018-10-30T00:00:00.0000000Z,2018-10-29T00:00:07.0060000Z,2018-10-29T23:59:54.7310000Z,51.54,51.63,47.34,48.44,169466.38955571,20025
302,2018-10-30T00:00:00.0000000Z,2018-10-31T00:00:00.0000000Z,2018-10-30T00:00:06.1910000Z,2018-10-30T23:59:49.5160000Z,48.45,49.15,48.36,48.95,76438.83398802,12730
303,2018-10-31T00:00:00.0000000Z,2018-11-01T00:00:00.0000000Z,2018-10-31T00:00:02.2570000Z,2018-10-31T23:59:58.7710000Z,48.95,50.32,47.6,49.47,88252.51959983,13294
304,2018-11-01T00:00:00.0000000Z,2018-11-02T00:00:00.0000000Z,2018-11-01T00:00:12.4830000Z,2018-11-01T23:59:59.3330000Z,49.48,50.45,49.4,50.19,64605.77627363,12155
305,2018-11-02T00:00:00.0000000Z,2018-11-03T00:00:00.0000000Z,2018-11-02T00:00:03.6420000Z,2018-11-02T23:59:50.6060000Z,50.16,51.66,50.08,51.13,69380.83037991,12253
306,2018-11-03T00:00:00.0000000Z,2018-11-04T00:00:00.0000000Z,2018-11-03T00:00:05.7200000Z,2018-11-03T23:59:59.7060000Z,51.13,51.3,50.34,50.61,42198.95112926,9490
307,2018-11-04T00:00:00.0000000Z,2018-11-05T00:00:00.0000000Z,2018-11-04T00:00:06.8010000Z,2018-11-04T23:59:59.8920000Z,50.61,55.94,50.47,53.88,146318.42170398,20198
308,2018-11-05T00:00:00.0000000Z,2018-11-06T00:00:00.0000000Z,2018-11-05T00:00:00.6610000Z,2018-11-05T23:59:51.1880000Z,53.88,54.7,52.58,53.45,106830.82724281,17760
309,2018-11-06T00:00:00.0000000Z,2018-11-07T00:00:00.0000000Z,2018-11-06T00:00:18.8430000Z,2018-11-06T23:59:59.0790000Z,53.46,55.98,53.43,55.84,136449.86278657,15754
310,2018-11-07T00:00:00.0000000Z,2018-11-08T00:00:00.0000000Z,2018-11-07T00:00:07.1750000Z,2018-11-07T23:59:56.0130000Z,55.88,56.4,53.3,53.82,118040.88269062,14556
311,2018-11-08T00:00:00.0000000Z,2018-11-09T00:00:00.0000000Z,2018-11-08T00:00:26.7540000Z,2018-11-08T23:59:36.4940000Z,53.81,54.45,51.9,52.04,89515.38415529,10582
312,2018-11-09T00:00:00.0000000Z,2018-11-10T00:00:00.0000000Z,2018-11-09T00:00:09.9420000Z,2018-11-09T23:59:18.0000000Z,52.05,52.53,51.07,51.66,70712.28673253,10558
313,2018-11-10T00:00:00.0000000Z,2018-11-11T00:00:00.0000000Z,2018-11-10T00:00:07.6890000Z,2018-11-10T23:59:49.5280000Z,51.65,52.23,51.45,51.86,26688.16698029,5633
314,2018-11-11T00:00:00.0000000Z,2018-11-12T00:00:00.0000000Z,2018-11-11T00:01:00.2850000Z,2018-11-11T23:59:49.1960000Z,51.86,51.99,49.5,50.8,64655.84928246,8543
315,2018-11-12T00:00:00.0000000Z,2018-11-13T00:00:00.0000000Z,2018-11-12T00:00:07.4730000Z,2018-11-12T23:59:36.5280000Z,50.8,51.34,50.0,50.33,60494.21287629,9415
316,2018-11-13T00:00:00.0000000Z,2018-11-14T00:00:00.0000000Z,2018-11-13T00:00:00.5990000Z,2018-11-13T23:59:37.2880000Z,50.32,50.43,48.31,48.84,95213.74198694,9881
317,2018-11-14T00:00:00.0000000Z,2018-11-15T00:00:00.0000000Z,2018-11-14T00:00:03.4390000Z,2018-11-14T23:59:58.6200000Z,48.83,49.95,40.0,42.69,539021.79141038,43985
318,2018-11-15T00:00:00.0000000Z,2018-11-16T00:00:00.0000000Z,2018-11-15T00:00:04.7670000Z,2018-11-15T23:59:38.1340000Z,42.73,43.74,39.41,43.36,308334.68450329,30897
319,2018-11-16T00:00:00.0000000Z,2018-11-17T00:00:00.0000000Z,2018-11-16T00:00:13.1350000Z,2018-11-16T23:59:55.8350000Z,43.39,43.61,41.25,41.73,116371.05973088,13915
320,2018-11-17T00:00:00.0000000Z,2018-11-18T00:00:00.0000000Z,2018-11-17T00:00:07.6110000Z,2018-11-17T23:59:51.0120000Z,41.74,41.75,41.15,41.54,67828.42155203,9886
321,2018-11-18T00:00:00.0000000Z,2018-11-19T00:00:00.0000000Z,2018-11-18T00:00:09.7860000Z,2018-11-18T23:59:26.1270000Z,41.54,42.95,41.5,41.86,71163.65794115,8442
322,2018-11-19T00:00:00.0000000Z,2018-11-20T00:00:00.0000000Z,2018-11-19T00:00:17.6060000Z,2018-11-19T23:59:45.4840000Z,41.87,41.87,34.73,35.75,515896.30220418,44183
323,2018-11-20T00:00:00.0000000Z,2018-11-21T00:00:00.0000000Z,2018-11-20T00:00:01.6900000Z,2018-11-20T23:59:58.7550000Z,35.76,37.5,30.25,32.28,751638.77953405,46549
324,2018-11-21T00:00:00.0000000Z,2018-11-22T00:00:00.0000000Z,2018-11-21T00:00:00.1790000Z,2018-11-21T23:59:58.8690000Z,32.27,34.44,31.06,34.29,358137.59975278,30978
325,2018-11-22T00:00:00.0000000Z,2018-11-23T00:00:00.0000000Z,2018-11-22T00:00:01.6460000Z,2018-11-22T23:59:43.8190000Z,34.29,34.7,31.13,31.3,201776.3264349,17242
326,2018-11-23T00:00:00.0000000Z,2018-11-24T00:00:00.0000000Z,2018-11-23T00:00:00.5810000Z,2018-11-23T23:59:52.2860000Z,31.33,32.77,30.33,31.69,245067.75797488,22673
327,2018-11-24T00:00:00.0000000Z,2018-11-25T00:00:00.0000000Z,2018-11-24T00:00:43.4600000Z,2018-11-24T23:59:52.0570000Z,31.73,32.98,27.67,28.6,345610.64164598,23815
328,2018-11-25T00:00:00.0000000Z,2018-11-26T00:00:00.0000000Z,2018-11-25T00:00:02.7550000Z,2018-11-25T23:59:45.7160000Z,28.61,31.92,26.37,30.43,555957.05652986,36665
329,2018-11-26T00:00:00.0000000Z,2018-11-27T00:00:00.0000000Z,2018-11-26T00:00:22.3760000Z,2018-11-26T23:59:56.7280000Z,30.37,31.8,27.56,29.1,458733.81787988,31035
330,2018-11-27T00:00:00.0000000Z,2018-11-28T00:00:00.0000000Z,2018-11-27T00:00:04.1040000Z,2018-11-27T23:59:54.3740000Z,29.09,31.32,28.23,30.85,283737.83938276,22212
331,2018-11-28T00:00:00.0000000Z,2018-11-29T00:00:00.0000000Z,2018-11-28T00:00:02.7600000Z,2018-11-28T23:59:51.2890000Z,30.86,36.0,30.71,34.43,464969.87730236,30772
332,2018-11-29T00:00:00.0000000Z,2018-11-30T00:00:00.0000000Z,2018-11-29T00:00:17.0160000Z,2018-11-29T23:59:54.5850000Z,34.43,35.4,32.7,33.5,285041.97038835,23248
333,2018-11-30T00:00:00.0000000Z,2018-12-01T00:00:00.0000000Z,2018-11-30T00:00:02.5030000Z,2018-11-30T23:59:52.6230000Z,33.51,34.15,30.67,31.65,240597.31517494,22351
334,2018-12-01T00:00:00.0000000Z,2018-12-02T00:00:00.0000000Z,2018-12-01T00:00:11.9930000Z,2018-12-01T23:59:58.9670000Z,31.65,34.8,31.02,33.77,186987.54183296,19561
335,2018-12-02T00:00:00.0000000Z,2018-12-03T00:00:00.0000000Z,2018-12-02T00:00:08.7520000Z,2018-12-02T23:59:57.9540000Z,33.77,34.6,32.78,33.34,166655.66996997,17518
336,2018-12-03T00:00:00.0000000Z,2018-12-04T00:00:00.0000000Z,2018-12-03T00:00:19.6810000Z,2018-12-03T23:59:33.0960000Z,33.34,33.45,29.56,30.5,260978.50861779,22980
337,2018-12-04T00:00:00.0000000Z,2018-12-05T00:00:00.0000000Z,2018-12-04T00:00:00.2880000Z,2018-12-04T23:58:35.3210000Z,30.49,31.86,29.5,30.71,176666.96163547,16691
338,2018-12-05T00:00:00.0000000Z,2018-12-06T00:00:00.0000000Z,2018-12-05T00:00:12.8690000Z,2018-12-05T23:59:58.9010000Z,30.72,31.06,28.58,28.71,213917.82126478,22256
339,2018-12-06T00:00:00.0000000Z,2018-12-07T00:00:00.0000000Z,2018-12-06T00:00:04.0720000Z,2018-12-06T23:59:52.5910000Z,28.73,30.2,25.73,26.25,330781.28775297,32226
340,2018-12-07T00:00:00.0000000Z,2018-12-08T00:00:00.0000000Z,2018-12-07T00:00:02.1920000Z,2018-12-07T23:59:57.1640000Z,26.18,26.34,22.24,24.77,743519.62540685,45628
341,2018-12-08T00:00:00.0000000Z,2018-12-09T00:00:00.0000000Z,2018-12-08T00:00:01.0000000Z,2018-12-08T23:59:58.0760000Z,24.77,26.7,22.95,24.19,414138.99583721,34167
342,2018-12-09T00:00:00.0000000Z,2018-12-10T00:00:00.0000000Z,2018-12-09T00:00:10.8770000Z,2018-12-09T23:59:52.0060000Z,24.18,26.62,24.06,25.3,232104.01733043,22627
343,2018-12-10T00:00:00.0000000Z,2018-12-11T00:00:00.0000000Z,2018-12-10T00:00:30.7490000Z,2018-12-10T23:59:57.1390000Z,25.29,25.65,23.55,23.97,207715.22445998,17742
344,2018-12-11T00:00:00.0000000Z,2018-12-12T00:00:00.0000000Z,2018-12-11T00:00:00.7500000Z,2018-12-11T23:59:51.3670000Z,23.97,24.38,22.72,23.22,174968.36704037,18504
345,2018-12-12T00:00:00.0000000Z,2018-12-13T00:00:00.0000000Z,2018-12-12T00:00:05.4670000Z,2018-12-12T23:59:22.2840000Z,23.22,24.89,23.01,24.0,166462.05446622,13390
346,2018-12-13T00:00:00.0000000Z,2018-12-14T00:00:00.0000000Z,2018-12-13T00:00:04.3360000Z,2018-12-13T23:59:43.3260000Z,24.02,24.17,22.68,22.84,176034.66932635,15167
347,2018-12-14T00:00:00.0000000Z,2018-12-15T00:00:00.0000000Z,2018-12-14T00:00:02.2470000Z,2018-12-14T23:59:51.7600000Z,22.84,23.46,22.17,23.17,218855.6619325,20253
348,2018-12-15T00:00:00.0000000Z,2018-12-16T00:00:00.0000000Z,2018-12-15T00:00:03.6120000Z,2018-12-15T23:59:59.8720000Z,23.17,23.83,22.89,23.39,154244.74693037,16603
349,2018-12-16T00:00:00.0000000Z,2018-12-17T00:00:00.0000000Z,2018-12-16T00:00:00.4830000Z,2018-12-16T23:59:40.7230000Z,23.39,26.67,23.32,25.24,427853.81106408,30233
350,2018-12-17T00:00:00.0000000Z,2018-12-18T00:00:00.0000000Z,2018-12-17T00:00:13.9920000Z,2018-12-17T23:59:51.1730000Z,25.22,30.48,25.15,28.88,509885.92098318,32807
351,2018-12-18T00:00:00.0000000Z,2018-12-19T00:00:00.0000000Z,2018-12-18T00:00:00.8560000Z,2018-12-18T23:59:56.4960000Z,28.88,30.2,27.71,30.12,289601.98708154,24878
352,2018-12-19T00:00:00.0000000Z,2018-12-20T00:00:00.0000000Z,2018-12-19T00:00:00.1870000Z,2018-12-19T23:59:59.7130000Z,30.12,31.59,28.64,29.0,465521.67811767,34614
353,2018-12-20T00:00:00.0000000Z,2018-12-21T00:00:00.0000000Z,2018-12-20T00:00:04.4260000Z,2018-12-20T23:59:56.3520000Z,29.01,33.2,28.66,32.36,491808.48657247,35505
354,2018-12-21T00:00:00.0000000Z,2018-12-22T00:00:00.0000000Z,2018-12-21T00:00:02.8800000Z,2018-12-21T23:59:49.8540000Z,32.35,33.06,29.62,30.2,449411.71631108,35130
355,2018-12-22T00:00:00.0000000Z,2018-12-23T00:00:00.0000000Z,2018-12-22T00:00:06.8960000Z,2018-12-22T23:59:53.2180000Z,30.2,31.6,29.73,31.59,141540.40852867,16045
356,2018-12-23T00:00:00.0000000Z,2018-12-24T00:00:00.0000000Z,2018-12-23T00:00:03.2330000Z,2018-12-23T23:59:57.1080000Z,31.6,33.84,31.43,33.07,262823.85574992,22695
357,2018-12-24T00:00:00.0000000Z,2018-12-25T00:00:00.0000000Z,2018-12-24T00:00:04.1940000Z,2018-12-24T23:59:59.4720000Z,33.08,36.78,32.52,33.05,517075.24295974,36423
358,2018-12-25T00:00:00.0000000Z,2018-12-26T00:00:00.0000000Z,2018-12-25T00:00:03.2400000Z,2018-12-25T23:59:50.5420000Z,32.98,33.05,29.66,30.77,306118.00199815,27656
359,2018-12-26T00:00:00.0000000Z,2018-12-27T00:00:00.0000000Z,2018-12-26T00:00:07.6840000Z,2018-12-26T23:59:52.5380000Z,30.76,31.89,28.87,30.52,264119.56400121,21748
360,2018-12-27T00:00:00.0000000Z,2018-12-28T00:00:00.0000000Z,2018-12-27T00:00:12.8640000Z,2018-12-27T23:59:44.5790000Z,30.52,31.09,27.48,27.72,229102.97359426,21703
361,2018-12-28T00:00:00.0000000Z,2018-12-29T00:00:00.0000000Z,2018-12-28T00:00:00.8500000Z,2018-12-28T23:59:58.2500000Z,27.72,33.53,27.72,32.22,319424.18824608,25202
362,2018-12-29T00:00:00.0000000Z,2018-12-30T00:00:00.0000000Z,2018-12-29T00:00:02.1600000Z,2018-12-29T23:59:59.8270000Z,32.21,33.24,30.3,30.63,215749.16493343,19890
363,2018-12-30T00:00:00.0000000Z,2018-12-31T00:00:00.0000000Z,2018-12-30T00:00:03.1990000Z,2018-12-30T23:59:50.6580000Z,30.62,31.95,29.95,31.56,159444.57494119,19163
364,2018-12-31T00:00:00.0000000Z,2019-01-01T00:00:00.0000000Z,2018-12-31T00:00:05.6270000Z,2018-12-31T23:59:30.8510000Z,31.56,31.62,29.42,29.78,180087.76300903,16345
365,2019-01-01T00:00:00.0000000Z,2019-01-02T00:00:00.0000000Z,2019-01-01T00:00:17.6530000Z,2019-01-01T23:59:51.6930000Z,29.78,31.96,29.11,31.68,163821.64525477,13181
366,2019-01-02T00:00:00.0000000Z,2019-01-03T00:00:00.0000000Z,2019-01-02T00:00:04.6080000Z,2019-01-02T23:59:51.9660000Z,31.68,33.64,31.33,32.94,149356.69333031,15227
367,2019-01-03T00:00:00.0000000Z,2019-01-04T00:00:00.0000000Z,2019-01-03T00:00:00.7710000Z,2019-01-03T23:59:56.7340000Z,32.93,33.1,31.0,31.6,116353.86823434,11701
368,2019-01-04T00:00:00.0000000Z,2019-01-05T00:00:00.0000000Z,2019-01-04T00:00:05.8530000Z,2019-01-04T23:59:50.1260000Z,31.6,32.64,31.01,32.02,140470.89143215,12900
369,2019-01-05T00:00:00.0000000Z,2019-01-06T00:00:00.0000000Z,2019-01-05T00:00:03.7000000Z,2019-01-05T23:59:52.7600000Z,32.02,36.11,32.01,34.48,352536.6337958,26889
370,2019-01-06T00:00:00.0000000Z,2019-01-07T00:00:00.0000000Z,2019-01-06T00:00:03.8970000Z,2019-01-06T23:59:56.8340000Z,34.48,40.12,34.06,38.88,458997.03016369,31182
371,2019-01-07T00:00:00.0000000Z,2019-01-08T00:00:00.0000000Z,2019-01-07T00:00:08.9210000Z,2019-01-07T23:59:59.5770000Z,38.88,39.48,37.21,37.71,239583.68903177,19704
372,2019-01-08T00:00:00.0000000Z,2019-01-09T00:00:00.0000000Z,2019-01-08T00:00:09.4300000Z,2019-01-08T23:59:57.8820000Z,37.66,41.27,37.52,39.13,368982.05722824,23931
373,2019-01-09T00:00:00.0000000Z,2019-01-10T00:00:00.0000000Z,2019-01-09T00:00:09.3380000Z,2019-01-09T23:59:58.5980000Z,39.13,40.03,38.31,38.58,167797.78549274,16037
374,2019-01-10T00:00:00.0000000Z,2019-01-11T00:00:00.0000000Z,2019-01-10T00:00:00.4350000Z,2019-01-10T23:59:46.7440000Z,38.58,39.25,31.91,33.27,468053.6839698,31762
375,2019-01-11T00:00:00.0000000Z,2019-01-12T00:00:00.0000000Z,2019-01-11T00:00:08.8370000Z,2019-01-11T23:59:57.4790000Z,33.27,33.71,30.43,31.79,254559.77156741,19296
376,2019-01-12T00:00:00.0000000Z,2019-01-13T00:00:00.0000000Z,2019-01-12T00:00:09.5710000Z,2019-01-12T23:59:53.6780000Z,31.78,32.61,31.5,32.04,112745.02724956,10872
377,2019-01-13T00:00:00.0000000Z,2019-01-14T00:00:00.0000000Z,2019-01-13T00:00:02.9530000Z,2019-01-13T23:59:55.8740000Z,32.04,32.88,29.51,29.92,254111.53185919,18120
378,2019-01-14T00:00:00.0000000Z,2019-01-15T00:00:00.0000000Z,2019-01-14T00:00:30.1520000Z,2019-01-14T23:59:43.8410000Z,29.91,32.96,29.8,32.07,186934.31936058,15630
379,2019-01-15T00:00:00.0000000Z,2019-01-16T00:00:00.0000000Z,2019-01-15T00:00:16.8280000Z,2019-01-15T23:59:59.8580000Z,32.08,32.48,30.11,30.99,181171.81760839,15770
380,2019-01-16T00:00:00.0000000Z,2019-01-17T00:00:00.0000000Z,2019-01-16T00:00:00.3790000Z,2019-01-16T23:59:58.1520000Z,30.99,32.15,30.69,31.4,103454.76998718,12837
381,2019-01-17T00:00:00.0000000Z,2019-01-18T00:00:00.0000000Z,2019-01-17T00:00:03.4660000Z,2019-01-17T23:59:52.1020000Z,31.43,31.73,29.98,31.62,163534.98216541,13839
382,2019-01-18T00:00:00.0000000Z,2019-01-19T00:00:00.0000000Z,2019-01-18T00:00:00.5340000Z,2019-01-18T23:59:43.7320000Z,31.62,31.7,30.55,30.96,81918.7302706,12276
383,2019-01-19T00:00:00.0000000Z,2019-01-20T00:00:00.0000000Z,2019-01-19T00:00:16.5300000Z,2019-01-19T23:59:53.4360000Z,30.95,33.15,30.95,32.22,115489.01110323,13119
384,2019-01-20T00:00:00.0000000Z,2019-01-21T00:00:00.0000000Z,2019-01-20T00:00:05.7930000Z,2019-01-20T23:59:59.5590000Z,32.22,33.08,30.2,30.61,162111.49661773,12883
385,2019-01-21T00:00:00.0000000Z,2019-01-22T00:00:00.0000000Z,2019-01-21T00:00:00.5960000Z,2019-01-21T23:59:41.1420000Z,30.61,31.37,30.38,30.82,87246.06570103,9399
386,2019-01-22T00:00:00.0000000Z,2019-01-23T00:00:00.0000000Z,2019-01-22T00:00:35.2170000Z,2019-01-22T23:59:52.9470000Z,30.83,32.01,29.41,31.48,176481.64398495,13574
387,2019-01-23T00:00:00.0000000Z,2019-01-24T00:00:00.0000000Z,2019-01-23T00:00:04.9720000Z,2019-01-23T23:59:58.6340000Z,31.47,32.2,31.31,31.6,99691.3720587,10072
388,2019-01-24T00:00:00.0000000Z,2019-01-25T00:00:00.0000000Z,2019-01-24T00:00:07.3890000Z,2019-01-24T23:59:56.3310000Z,31.6,33.13,31.08,32.47,138998.989168,11555
389,2019-01-25T00:00:00.0000000Z,2019-01-26T00:00:00.0000000Z,2019-01-25T00:00:06.2860000Z,2019-01-25T23:59:48.4240000Z,32.47,32.95,31.84,32.73,142904.05003077,11799
390,2019-01-26T00:00:00.0000000Z,2019-01-27T00:00:00.0000000Z,2019-01-26T00:00:01.3630000Z,2019-01-26T23:59:53.5680000Z,32.73,34.0,32.51,32.64,145931.4368565,11764
391,2019-01-27T00:00:00.0000000Z,2019-01-28T00:00:00.0000000Z,2019-01-27T00:00:13.9760000Z,2019-01-27T23:59:37.3920000Z,32.63,32.9,31.06,32.02,98228.57962573,9290
392,2019-01-28T00:00:00.0000000Z,2019-01-29T00:00:00.0000000Z,2019-01-28T00:00:10.7200000Z,2019-01-28T23:59:59.4270000Z,32.02,32.27,29.81,30.96,195764.37271019,14867
393,2019-01-29T00:00:00.0000000Z,2019-01-30T00:00:00.0000000Z,2019-01-29T00:00:20.6620000Z,2019-01-29T23:59:59.5310000Z,30.97,31.21,29.86,30.69,88623.85296022,10509
394,2019-01-30T00:00:00.0000000Z,2019-01-31T00:00:00.0000000Z,2019-01-30T00:00:07.2820000Z,2019-01-30T23:59:38.1840000Z,30.69,31.75,30.42,31.53,112873.9994432,10503
395,2019-01-31T00:00:00.0000000Z,2019-02-01T00:00:00.0000000Z,2019-01-31T00:00:00.4360000Z,2019-01-31T23:59:59.4580000Z,31.53,32.22,30.82,31.24,98659.78518218,10866
396,2019-02-01T00:00:00.0000000Z,2019-02-02T00:00:00.0000000Z,2019-02-01T00:00:00.1670000Z,2019-02-01T23:59:45.6110000Z,31.25,33.21,30.57,32.37,190732.77629175,13915
397,2019-02-02T00:00:00.0000000Z,2019-02-03T00:00:00.0000000Z,2019-02-02T00:00:03.1800000Z,2019-02-02T23:59:25.6700000Z,32.34,34.66,32.19,34.18,152787.1972616,11784
398,2019-02-03T00:00:00.0000000Z,2019-02-04T00:00:00.0000000Z,2019-02-03T00:00:06.5400000Z,2019-02-03T23:59:58.8760000Z,34.18,34.58,32.47,32.87,186816.58146641,11845
399,2019-02-04T00:00:00.0000000Z,2019-02-05T00:00:00.0000000Z,2019-02-04T00:00:02.8140000Z,2019-02-04T23:59:57.5530000Z,32.88,34.15,32.87,33.64,116895.84569197,10039
400,2019-02-05T00:00:00.0000000Z,2019-02-06T00:00:00.0000000Z,2019-02-05T00:00:09.2070000Z,2019-02-05T23:59:10.4840000Z,33.65,34.15,33.26,33.95,92003.98190054,8813
401,2019-02-06T00:00:00.0000000Z,2019-02-07T00:00:00.0000000Z,2019-02-06T00:00:21.2330000Z,2019-02-06T23:59:58.4370000Z,33.95,34.1,31.95,32.47,166097.87220642,12998
402,2019-02-07T00:00:00.0000000Z,2019-02-08T00:00:00.0000000Z,2019-02-07T00:00:10.2830000Z,2019-02-07T23:59:55.2830000Z,32.48,33.19,32.41,32.85,74760.78230374,7202
403,2019-02-08T00:00:00.0000000Z,2019-02-09T00:00:00.0000000Z,2019-02-08T00:00:06.2670000Z,2019-02-08T23:59:54.3490000Z,32.85,44.48,32.52,42.56,832038.60408536,47540
