,time_period_start,time_period_end,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded,trades_count
12,2018-01-13T00:00:00.0000000Z,2018-01-14T00:00:00.0000000Z,2018-01-13T00:00:14.3260000Z,2018-01-13T23:59:58.9990000Z,235.52,263.0,235.51,258.0,357694.81173033,83245
13,2018-01-14T00:00:00.0000000Z,2018-01-15T00:00:00.0000000Z,2018-01-14T00:00:00.2770000Z,2018-01-14T23:59:50.4190000Z,258.01,268.0,233.82,237.89,348781.48706183,80920
14,2018-01-15T00:00:00.0000000Z,2018-01-16T00:00:00.0000000Z,2018-01-15T00:00:07.3780000Z,2018-01-15T23:59:54.6630000Z,237.89,244.2,231.11,232.51,214278.52216082,57968
15,2018-01-16T00:00:00.0000000Z,2018-01-17T00:00:00.0000000Z,2018-01-16T00:00:06.3450000Z,2018-01-16T23:59:57.2740000Z,232.51,233.23,146.6,191.13,1423429.11674575,233282
16,2018-01-17T00:00:00.0000000Z,2018-01-18T00:00:00.0000000Z,2018-01-17T00:00:01.9330000Z,2018-01-17T23:59:59.8160000Z,191.13,216.0,135.0,189.0,1680943.78948504,208285
17,2018-01-18T00:00:00.0000000Z,2018-01-19T00:00:00.0000000Z,2018-01-18T00:00:00.6510000Z,2018-01-18T23:59:55.5020000Z,189.0,211.0,176.31,192.6,825521.37936521,105568
18,2018-01-19T00:00:00.0000000Z,2018-01-20T00:00:00.0000000Z,2018-01-19T00:00:00.8100000Z,2018-01-19T23:59:59.6710000Z,192.59,203.0,187.1,192.5,405133.47684368,59092
19,2018-01-20T00:00:00.0000000Z,2018-01-21T00:00:00.0000000Z,2018-01-20T00:00:00.3750000Z,2018-01-20T23:59:50.3850000Z,192.5,214.88,192.5,210.91,366747.34813725,59198
20,2018-01-21T00:00:00.0000000Z,2018-01-22T00:00:00.0000000Z,2018-01-21T00:00:00.8240000Z,2018-01-21T23:59:58.0720000Z,210.91,211.09,183.12,191.25,349940.96027419,59015
21,2018-01-22T00:00:00.0000000Z,2018-01-23T00:00:00.0000000Z,2018-01-22T00:00:10.5450000Z,2018-01-22T23:59:55.8610000Z,191.25,194.7,165.5,179.42,455201.71643721,69865
22,2018-01-23T00:00:00.0000000Z,2018-01-24T00:00:00.0000000Z,2018-01-23T00:00:05.6110000Z,2018-01-23T23:59:58.9730000Z,179.43,186.03,165.01,178.27,356246.36877756,61577
23,2018-01-24T00:00:00.0000000Z,2018-01-25T00:00:00.0000000Z,2018-01-24T00:00:02.2120000Z,2018-01-24T23:59:57.3910000Z,178.27,184.69,172.23,180.6,262123.6213144,46369
24,2018-01-25T00:00:00.0000000Z,2018-01-26T00:00:00.0000000Z,2018-01-25T00:00:01.2840000Z,2018-01-25T23:59:51.2180000Z,180.59,184.8,175.0,178.86,229257.48703034,44520
25,2018-01-26T00:00:00.0000000Z,2018-01-27T00:00:00.0000000Z,2018-01-26T00:00:00.6870000Z,2018-01-26T23:59:53.3360000Z,178.86,181.71,166.15,175.71,270445.69784002,50897
26,2018-01-27T00:00:00.0000000Z,2018-01-28T00:00:00.0000000Z,2018-01-27T00:00:00.8610000Z,2018-01-27T23:59:44.2370000Z,175.71,182.0,173.96,179.65,173339.61719235,35700
27,2018-01-28T00:00:00.0000000Z,2018-01-29T00:00:00.0000000Z,2018-01-28T00:00:01.5700000Z,2018-01-28T23:59:58.4400000Z,179.65,192.47,178.65,191.12,228406.03436022,39929
28,2018-01-29T00:00:00.0000000Z,2018-01-30T00:00:00.0000000Z,2018-01-29T00:00:03.6350000Z,2018-01-29T23:59:48.4770000Z,191.12,191.12,175.56,179.57,211103.80294822,40773
29,2018-01-30T00:00:00.0000000Z,2018-01-31T00:00:00.0000000Z,2018-01-30T00:00:01.4690000Z,2018-01-30T23:59:53.8520000Z,179.57,179.9,158.2,164.25,401554.98676636,66905
30,2018-01-31T00:00:00.0000000Z,2018-02-01T00:00:00.0000000Z,2018-01-31T00:00:04.8330000Z,2018-01-31T23:59:51.9130000Z,164.24,166.5,155.0,161.9,324419.80082265,52558
31,2018-02-01T00:00:00.0000000Z,2018-02-02T00:00:00.0000000Z,2018-02-01T00:00:00.9490000Z,2018-02-01T23:59:52.1240000Z,161.9,164.9,125.0,140.6,771984.45216942,85973
32,2018-02-02T00:00:00.0000000Z,2018-02-03T00:00:00.0000000Z,2018-02-02T00:00:03.9130000Z,2018-02-02T23:59:57.3530000Z,140.6,141.34,100.71,130.69,479957.09782915,53100
33,2018-02-03T00:00:00.0000000Z,2018-02-04T00:00:00.0000000Z,2018-02-03T00:00:02.0740000Z,2018-02-03T23:59:58.0890000Z,130.63,166.6,120.12,160.97,932948.22629284,90754
34,2018-02-04T00:00:00.0000000Z,2018-02-05T00:00:00.0000000Z,2018-02-04T00:00:02.2650000Z,2018-02-04T23:59:53.7230000Z,161.06,175.0,137.0,147.58,1163499.16647294,119517
35,2018-02-05T00:00:00.0000000Z,2018-02-06T00:00:00.0000000Z,2018-02-05T00:00:01.3990000Z,2018-02-05T23:59:52.6350000Z,147.51,153.87,112.0,124.98,1335862.96985691,131505
36,2018-02-06T00:00:00.0000000Z,2018-02-07T00:00:00.0000000Z,2018-02-06T00:00:04.2370000Z,2018-02-06T23:59:57.7730000Z,124.97,147.98,103.65,141.5,1846130.22692859,199891
37,2018-02-07T00:00:00.0000000Z,2018-02-08T00:00:00.0000000Z,2018-02-07T00:00:00.2700000Z,2018-02-07T23:59:48.1890000Z,142.0,160.0,130.6,137.8,994130.67843639,103969
38,2018-02-08T00:00:00.0000000Z,2018-02-09T00:00:00.0000000Z,2018-02-08T00:00:00.7580000Z,2018-02-08T23:59:59.9350000Z,137.81,151.0,136.65,149.0,494718.22405911,64991
39,2018-02-09T00:00:00.0000000Z,2018-02-10T00:00:00.0000000Z,2018-02-09T00:00:01.6090000Z,2018-02-09T23:59:54.9120000Z,149.09,164.38,142.09,164.1,546739.42347304,70597
40,2018-02-10T00:00:00.0000000Z,2018-02-11T00:00:00.0000000Z,2018-02-10T00:00:05.2660000Z,2018-02-10T23:59:54.2470000Z,164.11,169.49,148.02,155.08,647827.88432774,79776
41,2018-02-11T00:00:00.0000000Z,2018-02-12T00:00:00.0000000Z,2018-02-11T00:00:08.2530000Z,2018-02-11T23:59:52.6860000Z,155.08,155.78,142.26,149.26,338824.40135857,47897
42,2018-02-12T00:00:00.0000000Z,2018-02-13T00:00:00.0000000Z,2018-02-12T00:00:00.7430000Z,2018-02-12T23:59:50.8320000Z,149.26,163.28,149.18,161.5,348948.39755684,50191
43,2018-02-13T00:00:00.0000000Z,2018-02-14T00:00:00.0000000Z,2018-02-13T00:00:03.9720000Z,2018-02-13T23:59:59.5690000Z,161.49,162.0,153.4,158.91,216266.54623657,32646
44,2018-02-14T00:00:00.0000000Z,2018-02-15T00:00:00.0000000Z,2018-02-14T00:00:08.8150000Z,2018-02-14T23:59:59.9730000Z,158.91,219.0,158.91,211.85,1724206.43047248,183602
45,2018-02-15T00:00:00.0000000Z,2018-02-16T00:00:00.0000000Z,2018-02-15T00:00:01.4590000Z,2018-02-15T23:59:59.8750000Z,211.86,237.72,206.25,221.22,1226462.94453561,142344
46,2018-02-16T00:00:00.0000000Z,2018-02-17T00:00:00.0000000Z,2018-02-16T00:00:10.4160000Z,2018-02-16T23:59:50.7650000Z,221.19,234.75,210.55,228.24,638304.72348611,80599
47,2018-02-17T00:00:00.0000000Z,2018-02-18T00:00:00.0000000Z,2018-02-17T00:00:05.6890000Z,2018-02-17T23:59:55.5470000Z,228.24,233.0,225.03,229.9,298587.83695645,45582
48,2018-02-18T00:00:00.0000000Z,2018-02-19T00:00:00.0000000Z,2018-02-18T00:00:04.9280000Z,2018-02-18T23:59:58.4160000Z,229.9,232.75,212.45,214.5,526119.14193418,73527
49,2018-02-19T00:00:00.0000000Z,2018-02-20T00:00:00.0000000Z,2018-02-19T00:00:02.4930000Z,2018-02-19T23:59:46.4610000Z,214.31,225.96,213.5,222.1,253983.83414812,37474
50,2018-02-20T00:00:00.0000000Z,2018-02-21T00:00:00.0000000Z,2018-02-20T00:00:05.6510000Z,2018-02-20T23:59:59.5790000Z,222.11,251.9,221.5,229.5,1069101.0998685,117477
51,2018-02-21T00:00:00.0000000Z,2018-02-22T00:00:00.0000000Z,2018-02-21T00:00:00.0330000Z,2018-02-21T23:59:56.4500000Z,229.5,231.88,204.71,210.23,797350.29744522,92919
52,2018-02-22T00:00:00.0000000Z,2018-02-23T00:00:00.0000000Z,2018-02-22T00:00:07.8600000Z,2018-02-22T23:59:49.7560000Z,210.23,221.49,188.56,192.99,700635.91315124,86246
53,2018-02-23T00:00:00.0000000Z,2018-02-24T00:00:00.0000000Z,2018-02-23T00:00:00.3780000Z,2018-02-23T23:59:46.9790000Z,193.0,215.8,182.55,206.52,717420.44416312,84752
54,2018-02-24T00:00:00.0000000Z,2018-02-25T00:00:00.0000000Z,2018-02-24T00:00:02.1360000Z,2018-02-24T23:59:58.3500000Z,206.51,218.65,194.85,206.15,554726.34615675,71224
55,2018-02-25T00:00:00.0000000Z,2018-02-26T00:00:00.0000000Z,2018-02-25T00:00:10.5440000Z,2018-02-25T23:59:59.8350000Z,206.15,223.53,200.35,218.86,480864.88561546,66232
56,2018-02-26T00:00:00.0000000Z,2018-02-27T00:00:00.0000000Z,2018-02-26T00:00:01.9690000Z,2018-02-26T23:59:53.7080000Z,218.86,231.5,214.43,218.74,668698.02814549,85499
57,2018-02-27T00:00:00.0000000Z,2018-02-28T00:00:00.0000000Z,2018-02-27T00:00:04.7190000Z,2018-02-27T23:59:55.6750000Z,218.74,222.85,212.1,215.15,357235.30739924,52588
58,2018-02-28T00:00:00.0000000Z,2018-03-01T00:00:00.0000000Z,2018-02-28T00:00:00.6850000Z,2018-02-28T23:59:55.8680000Z,215.15,223.7,201.4,202.12,398226.35734864,58367
59,2018-03-01T00:00:00.0000000Z,2018-03-02T00:00:00.0000000Z,2018-03-01T00:00:08.1630000Z,2018-03-01T23:59:50.9740000Z,202.11,214.88,200.48,209.2,298039.72344015,46629
60,2018-03-02T00:00:00.0000000Z,2018-03-03T00:00:00.0000000Z,2018-03-02T00:00:02.6670000Z,2018-03-02T23:59:58.9170000Z,209.21,213.3,204.58,212.0,226647.93559519,37872
61,2018-03-03T00:00:00.0000000Z,2018-03-04T00:00:00.0000000Z,2018-03-03T00:00:00.1660000Z,2018-03-03T23:59:56.8850000Z,212.0,217.5,209.16,210.4,291404.04527386,42837
62,2018-03-04T00:00:00.0000000Z,2018-03-05T00:00:00.0000000Z,2018-03-04T00:00:12.9710000Z,2018-03-04T23:59:53.1050000Z,210.41,214.0,205.2,212.97,166264.39715771,31037
63,2018-03-05T00:00:00.0000000Z,2018-03-06T00:00:00.0000000Z,2018-03-05T00:00:02.0330000Z,2018-03-05T23:59:55.3410000Z,212.95,214.92,209.2,210.71,149693.72632812,28777
64,2018-03-06T00:00:00.0000000Z,2018-03-07T00:00:00.0000000Z,2018-03-06T00:00:05.8510000Z,2018-03-06T23:59:53.9360000Z,210.71,210.71,191.34,196.63,396613.90047138,57546
65,2018-03-07T00:00:00.0000000Z,2018-03-08T00:00:00.0000000Z,2018-03-07T00:00:16.7200000Z,2018-03-07T23:59:59.5340000Z,196.63,199.35,173.82,186.4,592975.0685407,83526
66,2018-03-08T00:00:00.0000000Z,2018-03-09T00:00:00.0000000Z,2018-03-08T00:00:05.0220000Z,2018-03-08T23:59:53.4770000Z,186.35,188.5,174.2,175.79,372829.20558455,57259
67,2018-03-09T00:00:00.0000000Z,2018-03-10T00:00:00.0000000Z,2018-03-09T00:00:04.3350000Z,2018-03-09T23:59:58.5760000Z,175.79,190.0,157.27,186.33,742108.34066049,95778
68,2018-03-10T00:00:00.0000000Z,2018-03-11T00:00:00.0000000Z,2018-03-10T00:00:02.1020000Z,2018-03-10T23:59:59.5500000Z,186.32,194.47,176.1,177.67,314100.51893119,53646
69,2018-03-11T00:00:00.0000000Z,2018-03-12T00:00:00.0000000Z,2018-03-11T00:00:02.0140000Z,2018-03-11T23:59:52.1360000Z,177.67,192.85,172.3,188.33,321625.63199129,51834
70,2018-03-12T00:00:00.0000000Z,2018-03-13T00:00:00.0000000Z,2018-03-12T00:00:05.0740000Z,2018-03-12T23:59:51.2880000Z,188.33,192.89,175.0,177.89,326398.75618956,50416
71,2018-03-13T00:00:00.0000000Z,2018-03-14T00:00:00.0000000Z,2018-03-13T00:00:03.7560000Z,2018-03-13T23:59:57.2310000Z,177.89,182.0,171.3,175.5,254130.04362344,40885
72,2018-03-14T00:00:00.0000000Z,2018-03-15T00:00:00.0000000Z,2018-03-14T00:00:08.9050000Z,2018-03-14T23:59:56.6040000Z,175.51,177.9,157.5,160.69,404475.12452141,55062
73,2018-03-15T00:00:00.0000000Z,2018-03-16T00:00:00.0000000Z,2018-03-15T00:00:06.5850000Z,2018-03-15T23:59:53.3710000Z,160.66,167.77,150.0,164.21,524433.81159309,59652
74,2018-03-16T00:00:00.0000000Z,2018-03-17T00:00:00.0000000Z,2018-03-16T00:00:05.2900000Z,2018-03-16T23:59:57.0780000Z,164.2,172.0,158.56,165.32,310551.40137373,44255
75,2018-03-17T00:00:00.0000000Z,2018-03-18T00:00:00.0000000Z,2018-03-17T00:00:02.0280000Z,2018-03-17T23:59:57.7660000Z,165.32,165.48,151.18,152.66,314773.52002169,41753
76,2018-03-18T00:00:00.0000000Z,2018-03-19T00:00:00.0000000Z,2018-03-18T00:00:03.8060000Z,2018-03-18T23:59:55.5840000Z,152.66,157.5,137.12,154.0,627207.61666071,71316
77,2018-03-19T00:00:00.0000000Z,2018-03-20T00:00:00.0000000Z,2018-03-19T00:00:00.7280000Z,2018-03-19T23:59:57.8560000Z,154.0,164.0,150.46,161.33,427516.36006371,51726
78,2018-03-20T00:00:00.0000000Z,2018-03-21T00:00:00.0000000Z,2018-03-20T00:00:00.2160000Z,2018-03-20T23:59:56.6760000Z,161.24,174.0,155.56,169.17,393833.86725302,51377
79,2018-03-21T00:00:00.0000000Z,2018-03-22T00:00:00.0000000Z,2018-03-21T00:00:03.2690000Z,2018-03-21T23:59:57.2420000Z,169.15,175.5,165.14,168.69,345867.45893238,44489
80,2018-03-22T00:00:00.0000000Z,2018-03-23T00:00:00.0000000Z,2018-03-22T00:00:02.0870000Z,2018-03-22T23:59:57.8060000Z,168.69,172.5,160.11,163.83,261311.14923449,35197
81,2018-03-23T00:00:00.0000000Z,2018-03-24T00:00:00.0000000Z,2018-03-23T00:00:14.9030000Z,2018-03-23T23:59:58.8320000Z,163.82,168.97,157.06,168.64,235991.93585129,33686
82,2018-03-24T00:00:00.0000000Z,2018-03-25T00:00:00.0000000Z,2018-03-24T00:00:02.3300000Z,2018-03-24T23:59:55.1420000Z,168.64,169.5,158.41,159.0,192177.41221845,29499
83,2018-03-25T00:00:00.0000000Z,2018-03-26T00:00:00.0000000Z,2018-03-25T00:00:08.1020000Z,2018-03-25T23:59:58.8390000Z,158.99,163.08,157.69,160.18,138850.86779729,22246
84,2018-03-26T00:00:00.0000000Z,2018-03-27T00:00:00.0000000Z,2018-03-26T00:00:05.1410000Z,2018-03-26T23:59:55.2600000Z,160.17,160.62,142.0,148.24,363998.92903322,48763
85,2018-03-27T00:00:00.0000000Z,2018-03-28T00:00:00.0000000Z,2018-03-27T00:00:04.6800000Z,2018-03-27T23:59:57.8370000Z,148.25,149.48,134.46,134.64,374402.16927567,47717
86,2018-03-28T00:00:00.0000000Z,2018-03-29T00:00:00.0000000Z,2018-03-28T00:00:01.0470000Z,2018-03-28T23:59:52.7970000Z,134.64,139.99,130.11,131.7,298570.86213189,33913
87,2018-03-29T00:00:00.0000000Z,2018-03-30T00:00:00.0000000Z,2018-03-29T00:00:05.6220000Z,2018-03-29T23:59:53.4080000Z,131.7,132.54,112.0,114.53,726855.22059299,65014
88,2018-03-30T00:00:00.0000000Z,2018-03-31T00:00:00.0000000Z,2018-03-30T00:00:01.0430000Z,2018-03-30T23:59:53.2800000Z,114.41,126.91,109.27,118.45,670408.72508739,61979
89,2018-03-31T00:00:00.0000000Z,2018-04-01T00:00:00.0000000Z,2018-03-31T00:00:01.6690000Z,2018-03-31T23:59:50.6350000Z,118.46,125.8,115.54,116.23,316268.13426143,36631
90,2018-04-01T00:00:00.0000000Z,2018-04-02T00:00:00.0000000Z,2018-04-01T00:00:00.5870000Z,2018-04-01T23:59:52.5580000Z,116.24,118.83,110.01,114.96,253757.38275894,30079
91,2018-04-02T00:00:00.0000000Z,2018-04-03T00:00:00.0000000Z,2018-04-02T00:00:01.4730000Z,2018-04-02T23:59:58.8940000Z,114.95,121.62,114.04,119.1,235877.26207313,29138
92,2018-04-03T00:00:00.0000000Z,2018-04-04T00:00:00.0000000Z,2018-04-03T00:00:11.7590000Z,2018-04-03T23:59:59.6920000Z,119.09,137.89,118.3,134.12,430588.200296,46324
93,2018-04-04T00:00:00.0000000Z,2018-04-05T00:00:00.0000000Z,2018-04-04T00:00:04.9580000Z,2018-04-04T23:59:58.7820000Z,134.12,135.15,115.5,118.24,452283.18478567,45220
94,2018-04-05T00:00:00.0000000Z,2018-04-06T00:00:00.0000000Z,2018-04-05T00:00:03.5720000Z,2018-04-05T23:59:57.2830000Z,118.24,122.87,113.75,118.78,357320.67651447,38901
95,2018-04-06T00:00:00.0000000Z,2018-04-07T00:00:00.0000000Z,2018-04-06T00:00:02.0510000Z,2018-04-06T23:59:58.1320000Z,118.68,120.5,112.1,112.93,228985.06471815,30414
96,2018-04-07T00:00:00.0000000Z,2018-04-08T00:00:00.0000000Z,2018-04-07T00:00:08.6620000Z,2018-04-07T23:59:58.2000000Z,112.94,119.59,112.68,116.06,194055.61794306,22949
97,2018-04-08T00:00:00.0000000Z,2018-04-09T00:00:00.0000000Z,2018-04-08T00:00:09.4640000Z,2018-04-08T23:59:56.9090000Z,116.07,118.39,115.02,117.67,112105.89959049,16340
98,2018-04-09T00:00:00.0000000Z,2018-04-10T00:00:00.0000000Z,2018-04-09T00:00:01.3230000Z,2018-04-09T23:59:58.6360000Z,117.67,122.97,113.01,114.91,317468.52162216,33985
99,2018-04-10T00:00:00.0000000Z,2018-04-11T00:00:00.0000000Z,2018-04-10T00:00:10.1530000Z,2018-04-10T23:59:46.1660000Z,114.91,115.39,112.0,114.16,167377.26906053,20022
100,2018-04-11T00:00:00.0000000Z,2018-04-12T00:00:00.0000000Z,2018-04-11T00:00:11.0300000Z,2018-04-11T23:59:58.7770000Z,114.16,119.72,113.21,117.95,173818.92864713,19810
101,2018-04-12T00:00:00.0000000Z,2018-04-13T00:00:00.0000000Z,2018-04-12T00:00:01.6270000Z,2018-04-12T23:59:49.0970000Z,118.15,131.0,113.3,129.53,634096.79459615,54362
102,2018-04-13T00:00:00.0000000Z,2018-04-14T00:00:00.0000000Z,2018-04-13T00:00:01.0360000Z,2018-04-13T23:59:59.6870000Z,129.53,133.5,124.0,125.45,504038.27933357,48865
103,2018-04-14T00:00:00.0000000Z,2018-04-15T00:00:00.0000000Z,2018-04-14T00:00:18.9250000Z,2018-04-14T23:59:57.3910000Z,125.46,129.96,124.3,126.42,198923.04846874,25601
104,2018-04-15T00:00:00.0000000Z,2018-04-16T00:00:00.0000000Z,2018-04-15T00:00:02.7050000Z,2018-04-15T23:59:59.4480000Z,126.43,132.77,126.43,132.52,229662.72994231,25855
105,2018-04-16T00:00:00.0000000Z,2018-04-17T00:00:00.0000000Z,2018-04-16T00:00:05.2520000Z,2018-04-16T23:59:50.8250000Z,132.52,133.36,125.11,128.63,267263.76179993,33512
106,2018-04-17T00:00:00.0000000Z,2018-04-18T00:00:00.0000000Z,2018-04-17T00:00:24.0380000Z,2018-04-17T23:59:59.7730000Z,128.62,140.55,128.62,132.21,425318.13094382,50108
107,2018-04-18T00:00:00.0000000Z,2018-04-19T00:00:00.0000000Z,2018-04-18T00:00:03.6380000Z,2018-04-18T23:59:55.1240000Z,132.22,141.64,132.11,140.49,279996.97000183,32818
108,2018-04-19T00:00:00.0000000Z,2018-04-20T00:00:00.0000000Z,2018-04-19T00:00:04.0110000Z,2018-04-19T23:59:45.5990000Z,140.5,147.74,138.88,146.34,299369.19476237,35794
109,2018-04-20T00:00:00.0000000Z,2018-04-21T00:00:00.0000000Z,2018-04-20T00:00:04.8810000Z,2018-04-20T23:59:55.7320000Z,146.35,156.46,143.31,155.71,420156.39024072,47862
110,2018-04-21T00:00:00.0000000Z,2018-04-22T00:00:00.0000000Z,2018-04-21T00:00:04.5490000Z,2018-04-21T23:59:57.6080000Z,155.7,157.1,141.02,148.3,373528.21658221,46243
111,2018-04-22T00:00:00.0000000Z,2018-04-23T00:00:00.0000000Z,2018-04-22T00:00:05.0420000Z,2018-04-22T23:59:50.2400000Z,148.33,153.0,145.01,146.59,202998.94035886,34037
112,2018-04-23T00:00:00.0000000Z,2018-04-24T00:00:00.0000000Z,2018-04-23T00:00:08.0380000Z,2018-04-23T23:59:55.8180000Z,146.58,153.24,146.35,152.59,209759.472795,32257
113,2018-04-24T00:00:00.0000000Z,2018-04-25T00:00:00.0000000Z,2018-04-24T00:00:03.3980000Z,2018-04-24T23:59:57.8170000Z,152.59,165.87,152.59,164.72,548297.69164915,63004
114,2018-04-25T00:00:00.0000000Z,2018-04-26T00:00:00.0000000Z,2018-04-25T00:00:01.8450000Z,2018-04-25T23:59:57.8500000Z,164.72,164.84,138.8,145.0,646838.14190444,79832
115,2018-04-26T00:00:00.0000000Z,2018-04-27T00:00:00.0000000Z,2018-04-26T00:00:02.2850000Z,2018-04-26T23:59:59.3960000Z,145.0,154.65,142.2,153.1,263268.08451004,35209
116,2018-04-27T00:00:00.0000000Z,2018-04-28T00:00:00.0000000Z,2018-04-27T00:00:02.8910000Z,2018-04-27T23:59:53.8780000Z,153.09,153.75,145.29,145.9,245427.24219975,36484
117,2018-04-28T00:00:00.0000000Z,2018-04-29T00:00:00.0000000Z,2018-04-28T00:00:06.5940000Z,2018-04-28T23:59:59.7820000Z,145.89,152.94,145.0,151.82,152838.59281008,25014
118,2018-04-29T00:00:00.0000000Z,2018-04-30T00:00:00.0000000Z,2018-04-29T00:00:22.5250000Z,2018-04-29T23:59:58.2410000Z,151.81,156.39,148.22,153.24,169222.89508179,28895
119,2018-04-30T00:00:00.0000000Z,2018-05-01T00:00:00.0000000Z,2018-04-30T00:00:09.3480000Z,2018-04-30T23:59:59.0550000Z,153.24,153.79,147.06,148.32,151641.66964677,28326
120,2018-05-01T00:00:00.0000000Z,2018-05-02T00:00:00.0000000Z,2018-05-01T00:00:07.4390000Z,2018-05-01T23:59:47.6470000Z,148.32,148.75,142.73,147.99,200273.53411066,35510
121,2018-05-02T00:00:00.0000000Z,2018-05-03T00:00:00.0000000Z,2018-05-02T00:00:01.6620000Z,2018-05-02T23:59:56.0780000Z,147.99,152.88,146.53,150.8,144273.29892091,31396
122,2018-05-03T00:00:00.0000000Z,2018-05-04T00:00:00.0000000Z,2018-05-03T00:00:06.6050000Z,2018-05-03T23:59:59.1970000Z,150.79,163.35,150.69,161.0,352257.24130987,49493
123,2018-05-04T00:00:00.0000000Z,2018-05-05T00:00:00.0000000Z,2018-05-04T00:00:09.7920000Z,2018-05-04T23:59:47.4070000Z,161.0,171.28,157.19,168.2,319966.11143406,52378
124,2018-05-05T00:00:00.0000000Z,2018-05-06T00:00:00.0000000Z,2018-05-05T00:00:05.5820000Z,2018-05-05T23:59:53.9090000Z,168.25,182.35,167.03,177.73,359007.06706622,59217
125,2018-05-06T00:00:00.0000000Z,2018-05-07T00:00:00.0000000Z,2018-05-06T00:00:05.3860000Z,2018-05-06T23:59:55.4410000Z,177.74,181.95,165.1,171.07,294646.3577846,48409
126,2018-05-07T00:00:00.0000000Z,2018-05-08T00:00:00.0000000Z,2018-05-07T00:00:04.4530000Z,2018-05-07T23:59:54.1490000Z,171.07,171.62,157.25,164.09,308844.33050332,45466
127,2018-05-08T00:00:00.0000000Z,2018-05-09T00:00:00.0000000Z,2018-05-08T00:00:02.3780000Z,2018-05-08T23:59:57.3990000Z,164.32,168.1,157.01,158.98,259665.22479541,39909
128,2018-05-09T00:00:00.0000000Z,2018-05-10T00:00:00.0000000Z,2018-05-09T00:00:04.3610000Z,2018-05-09T23:59:50.6370000Z,158.98,160.33,151.05,156.83,217071.90738696,34563
129,2018-05-10T00:00:00.0000000Z,2018-05-11T00:00:00.0000000Z,2018-05-10T00:00:00.9800000Z,2018-05-10T23:59:58.6250000Z,156.83,159.71,148.01,148.18,64655.53075214,9150
130,2018-05-11T00:00:00.0000000Z,2018-05-12T00:00:00.0000000Z,2018-05-11T00:00:11.2610000Z,2018-05-11T23:59:48.7000000Z,148.43,148.61,133.52,136.51,448107.53264624,57052
131,2018-05-12T00:00:00.0000000Z,2018-05-13T00:00:00.0000000Z,2018-05-12T00:00:00.8030000Z,2018-05-12T23:59:49.1190000Z,136.5,145.0,131.88,142.0,225576.39809259,42127
132,2018-05-13T00:00:00.0000000Z,2018-05-14T00:00:00.0000000Z,2018-05-13T00:00:03.8180000Z,2018-05-13T23:59:37.1060000Z,142.0,146.73,137.2,144.43,159639.75852806,32267
