date,open,high,low,close,volume,adjclose
1602768600,118.72000122070312,121.19999694824219,118.1500015258789,120.70999908447266,112559200,120.50210571289062
1602682200,121,123.02999877929688,119.62000274658203,121.19000244140625,151062300,120.98127746582031
1602595800,125.2699966430664,125.38999938964844,119.6500015258789,121.0999984741211,262330500,120.89143371582031
1602509400,120.05999755859375,125.18000030517578,119.27999877929688,124.4000015258789,240226800,124.18575286865234
1602250200,115.27999877929688,117,114.91999816894531,116.97000122070312,100506900,116.76854705810547
1602163800,116.25,116.4000015258789,114.58999633789062,114.97000122070312,83477200,114.77198791503906
1602077400,114.62000274658203,115.55000305175781,114.12999725341797,115.08000183105469,96849000,114.88180541992188
1601991000,115.69999694824219,116.12000274658203,112.25,113.16000366210938,161498200,112.9651107788086
1601904600,113.91000366210938,116.6500015258789,113.55000305175781,116.5,106243800,116.29935455322266
1601645400,112.88999938964844,115.37000274658203,112.22000122070312,113.0199966430664,144712000,112.82534790039062
1601559000,117.63999938964844,117.72000122070312,115.83000183105469,116.79000091552734,116120400,116.58885955810547
1601472600,113.79000091552734,117.26000213623047,113.62000274658203,115.80999755859375,142675200,115.61054229736328
1601386200,114.55000305175781,115.30999755859375,113.56999969482422,114.08999633789062,99382200,113.89350128173828
1601299800,115.01000213623047,115.31999969482422,112.77999877929688,114.95999908447266,137672400,114.76200866699219
1601040600,108.43000030517578,112.44000244140625,107.66999816894531,112.27999877929688,149981400,112.08662414550781
1600954200,105.16999816894531,110.25,105,108.22000122070312,167743300,108.03361511230469
1600867800,111.62000274658203,112.11000061035156,106.7699966430664,107.12000274658203,150718700,106.93550872802734
1600781400,112.68000030517578,112.86000061035156,109.16000366210938,111.80999755859375,183055400,111.617431640625
1600695000,104.54000091552734,110.19000244140625,103.0999984741211,110.08000183105469,195713800,109.89041137695312
1600435800,110.4000015258789,110.87999725341797,106.08999633789062,106.83999633789062,287104900,106.65599060058594
1600349400,109.72000122070312,112.19999694824219,108.70999908447266,110.33999633789062,178011000,110.14996337890625
1600263000,115.2300033569336,116,112.04000091552734,112.12999725341797,154679000,111.93688201904297
1600176600,118.33000183105469,118.83000183105469,113.61000061035156,115.54000091552734,184642000,115.34101104736328
1600090200,114.72000122070312,115.93000030517578,112.80000305175781,115.36000061035156,140150100,115.16131591796875
1599831000,114.56999969482422,115.2300033569336,110,112,180860300,111.8071060180664
1599744600,120.36000061035156,120.5,112.5,113.48999786376953,182274400,113.29454040527344
1599658200,117.26000213623047,119.13999938964844,115.26000213623047,117.31999969482422,176940500,117.1179428100586
1599571800,113.94999694824219,118.98999786376953,112.68000030517578,112.81999969482422,231366600,112.62569427490234
1599226200,120.06999969482422,123.69999694824219,110.88999938964844,120.95999908447266,332607200,120.75167083740234
1599139800,126.91000366210938,128.83999633789062,120.5,120.87999725341797,257599600,120.67180633544922
1599053400,137.58999633789062,137.97999572753906,127,131.39999389648438,200119000,131.17369079589844
1598967000,132.75999450683594,134.8000030517578,130.52999877929688,134.17999267578125,152470100,133.9488983154297
1598880600,127.58000183105469,131,126,129.0399932861328,225702700,128.8177490234375
1598880600,4,1,4:1,SPLIT,4:1
1598621400,126.01249694824219,126.44249725341797,124.57749938964844,124.80750274658203,187630000,124.5925521850586
1598535000,127.14250183105469,127.48500061035156,123.8324966430664,125.01000213623047,155552400,124.7947006225586
1598448600,126.18000030517578,126.99250030517578,125.0824966430664,126.52249908447266,163022400,126.30459594726562
1598362200,124.69750213623047,125.18000030517578,123.05249786376953,124.82499694824219,211495600,124.61001586914062
1598275800,128.69749450683594,128.78500366210938,123.9375,125.85749816894531,345937600,125.64073944091797
1598016600,119.26249694824219,124.86750030517578,119.25,124.37000274658203,338054800,124.15579986572266
1597930200,115.75,118.39250183105469,115.73249816894531,118.2750015258789,126907200,118.07129669189453
1597843800,115.98249816894531,117.1624984741211,115.61000061035156,115.7074966430664,145538000,115.50821685791016
1597757400,114.35250091552734,116,114.00749969482422,115.5625,105633600,115.36347198486328
1597671000,116.0625,116.0875015258789,113.9625015258789,114.60749816894531,119561600,114.41011047363281
1597411800,114.83000183105469,115,113.04499816894531,114.90750122070312,165565200,114.70960235595703
1597325400,114.43000030517578,116.0425033569336,113.92749786376953,115.01000213623047,210082000,114.81192016601562
1597239000,110.49749755859375,113.2750015258789,110.29750061035156,113.01000213623047,165944800,112.81536865234375
1597152600,111.97000122070312,112.48249816894531,109.10749816894531,109.375,187902400,109.1866226196289
1597066200,112.5999984741211,113.7750015258789,110,112.72750091552734,212403600,112.53335571289062
1596807000,113.20500183105469,113.67500305175781,110.2925033569336,111.11250305175781,198045600,110.92113494873047
0.205,1596807000,DIVIDEND,0.205
1596720600,110.40499877929688,114.4124984741211,109.79750061035156,113.90249633789062,202428800,113.50167846679688
1596634200,109.37750244140625,110.39250183105469,108.89749908447266,110.0625,121992000,109.6751937866211
1596547800,109.13249969482422,110.79000091552734,108.38749694824219,109.66500091552734,173071600,109.27909851074219
1596461400,108.19999694824219,111.63749694824219,107.89250183105469,108.9375,308151200,108.55415344238281
1596202200,102.88500213623047,106.41500091552734,100.82499694824219,106.26000213623047,374336800,105.8860855102539
1596115800,94.1875,96.29750061035156,93.76750183105469,96.19000244140625,158130000,95.85151672363281
1596029400,93.75,95.2300033569336,93.7125015258789,95.04000091552734,90329200,94.70555877685547
1595943000,94.36750030517578,94.55000305175781,93.24749755859375,93.25250244140625,103625600,92.92435455322266
1595856600,93.70999908447266,94.90499877929688,93.4800033569336,94.80999755859375,121214000,94.47636413574219
1595597400,90.98750305175781,92.97000122070312,89.1449966430664,92.61499786376953,185438800,92.28909301757812
1595511000,96.99749755859375,97.07749938964844,92.01000213623047,92.84500122070312,197004400,92.5182876586914
1595424600,96.69249725341797,97.9749984741211,96.60250091552734,97.27249908447266,89001600,96.9301986694336
1595338200,99.17250061035156,99.25,96.74250030517578,97,103646000,96.65866088867188
1595251800,96.4175033569336,98.5,96.0625,98.35749816894531,90318000,98.01139068603516
1594992600,96.98750305175781,97.14749908447266,95.83999633789062,96.32749938964844,92186800,95.98853302001953
1594906200,96.5625,97.40499877929688,95.90499877929688,96.52249908447266,110577600,96.18284606933594
1594819800,98.98999786376953,99.24749755859375,96.48999786376953,97.7249984741211,153198000,97.38111114501953
1594733400,94.83999633789062,97.25499725341797,93.87750244140625,97.05750274658203,170989200,96.7159652709961
1594647000,97.26499938964844,99.95500183105469,95.25749969482422,95.47750091552734,191649200,95.14152526855469
1594387800,95.33499908447266,95.9800033569336,94.70500183105469,95.91999816894531,90257200,95.58246612548828
1594301400,96.26249694824219,96.31749725341797,94.67250061035156,95.75250244140625,125642800,95.41555786132812
1594215000,94.18000030517578,95.375,94.08999633789062,95.34249877929688,117092000,95.00699615478516
1594128600,93.85250091552734,94.65499877929688,93.05750274658203,93.17250061035156,112424400,92.84463500976562
1594042200,92.5,93.94499969482422,92.46749877929688,93.4625015258789,118655600,93.13361358642578
1593696600,91.9625015258789,92.61750030517578,90.91000366210938,91.02749633789062,114041600,90.7071762084961
1593610200,91.27999877929688,91.83999633789062,90.97750091552734,91.02749633789062,110737200,90.7071762084961
1593523800,90.0199966430664,91.49500274658203,90,91.19999694824219,140223200,90.87906646728516
1593437400,88.3125,90.5425033569336,87.81999969482422,90.44499969482422,130646000,90.1267318725586
1593178200,91.10250091552734,91.33000183105469,88.25499725341797,88.40750122070312,205256800,88.09640502929688
1593091800,90.17500305175781,91.25,89.39250183105469,91.20999908447266,137522400,90.8890380859375
1593005400,91.25,92.19750213623047,89.62999725341797,90.01499938964844,192623200,89.6982421875
1592919000,91,93.09500122070312,90.56749725341797,91.63249969482422,212155600,91.31005096435547
1592832600,87.83499908447266,89.86499786376953,87.7874984741211,89.71749877929688,135445200,89.40178680419922
1592573400,88.66000366210938,89.13999938964844,86.2874984741211,87.43000030517578,264476000,87.1223373413086
1592487000,87.85250091552734,88.36250305175781,87.30500030517578,87.93250274658203,96820400,87.62307739257812
1592400600,88.7874984741211,88.8499984741211,87.77249908447266,87.89749908447266,114406400,87.58819580078125
1592314200,87.86499786376953,88.30000305175781,86.18000030517578,88.0199966430664,165428800,87.71025848388672
1592227800,83.3125,86.41999816894531,83.1449966430664,85.74749755859375,138808800,85.44575500488281
1591968600,86.18000030517578,86.94999694824219,83.55500030517578,84.69999694824219,200146000,84.40194702148438
1591882200,87.32749938964844,87.76499938964844,83.87000274658203,83.9749984741211,201662400,83.67949676513672
1591795800,86.9749984741211,88.69249725341797,86.52249908447266,88.20999908447266,166651600,87.89958953857422
1591709400,83.03500366210938,86.40249633789062,83.00250244140625,85.99749755859375,147712400,85.69487762451172
1591623000,82.5625,83.4000015258789,81.83000183105469,83.36499786376953,95654400,83.07164001464844
1591363800,80.8375015258789,82.9375,80.80750274658203,82.875,137250400,82.5833740234375
1591277400,81.09750366210938,81.40499877929688,80.19499969482422,80.58000183105469,87560400,80.29644775390625
1591191000,81.16500091552734,81.55000305175781,80.57499694824219,81.27999877929688,104491200,80.99398040771484
1591104600,80.1875,80.86000061035156,79.73249816894531,80.83499908447266,87642800,80.55054473876953
1591018200,79.4375,80.5875015258789,79.30249786376953,80.4625015258789,80791200,80.17935943603516
1590759000,79.8125,80.2874984741211,79.11750030517578,79.48500061035156,153598000,79.2052993774414
1590672600,79.19249725341797,80.86000061035156,78.90750122070312,79.5625,133560800,79.28252410888672
1590586200,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,112945200,79.24764251708984
1590499800,80.875,81.05999755859375,79.125,79.18250274658203,125522000,78.90386199951172
1590154200,78.94249725341797,79.80750274658203,78.8375015258789,79.72250366210938,81803200,79.44196319580078
1590067800,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,102688800,78.93375396728516
1589981400,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,111504800,79.52666473388672
1589895000,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,101729600,78.009521484375
1589808600,78.2925033569336,79.125,77.58000183105469,78.73999786376953,135372400,78.4629135131836
1589549400,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,166348400,76.65679168701172
1589463000,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,158929200,77.11268615722656
1589376600,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,200622400,76.64185333251953
1589290200,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,162301200,77.57853698730469
1589203800,77.0250015258789,79.26249694824219,76.80999755859375,78.75250244140625,145946400,78.47537231445312
1588944600,76.41000366210938,77.5875015258789,76.07250213623047,77.53250122070312,134048000,77.25967407226562
0.205,1588944600,DIVIDEND,0.205
1588858200,75.80500030517578,76.2925033569336,75.49250030517578,75.93499755859375,115215200,75.46350860595703
1588771800,75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,142333600,74.69084167480469
1588685400,73.76499938964844,75.25,73.61499786376953,74.38999938964844,147751200,73.9281005859375
1588599000,72.2925033569336,73.42250061035156,71.58000183105469,73.29000091552734,133568000,72.83493041992188
1588339800,71.5625,74.75,71.4625015258789,72.26750183105469,240616800,71.81878662109375
1588253400,72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,183064000,72.99393463134766
1588167000,71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,137280800,71.4858627319336
1588080600,71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,112004800,69.21255493164062
1587994200,70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,117087600,70.35294342041016
1587735000,69.30000305175781,70.75250244140625,69.25,70.74250030517578,126508800,70.30325317382812
1587648600,68.96749877929688,70.4375,68.71749877929688,68.75749969482422,124814400,68.33058166503906
1587562200,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,117057200,68.5964126586914
1587475800,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,180991600,66.67591094970703
1587389400,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,130015200,68.80261993408203
1587130200,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,215250000,70.26101684570312
1587043800,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,157125200,71.22747039794922
1586957400,70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,131154400,70.66598510742188
1586871000,70,72.0625,69.51249694824219,71.76249694824219,194994800,71.31690979003906
1586784600,67.07749938964844,68.42500305175781,66.4574966430664,68.3125,131022800,67.88833618164062
1586439000,67.17500305175781,67.51750183105469,66.17500305175781,66.99749755859375,162116400,66.58150482177734
1586352600,65.68499755859375,66.84249877929688,65.30750274658203,66.51750183105469,168895200,66.10448455810547
1586266200,67.69999694824219,67.92500305175781,64.75,64.85749816894531,202887200,64.45479583740234
1586179800,62.724998474121094,65.77749633789062,62.345001220703125,65.61750030517578,201820400,65.21006774902344
1585920600,60.70000076293945,61.42499923706055,59.74250030517578,60.352500915527344,129880000,59.97776794433594
1585834200,60.084999084472656,61.287498474121094,59.224998474121094,61.23249816894531,165934000,60.852294921875
1585747800,61.625,62.18000030517578,59.782501220703125,60.227500915527344,176218400,59.853538513183594
1585661400,63.900001525878906,65.62249755859375,63,63.5724983215332,197002000,63.17776870727539
1585575000,62.685001373291016,63.880001068115234,62.349998474121094,63.70249938964844,167976400,63.30696105957031
1585315800,63.1875,63.967498779296875,61.76250076293945,61.935001373291016,204216800,61.550437927246094
1585229400,61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,252087200,64.20883178710938
1585143000,62.6875,64.5625,61.07500076293945,61.380001068115234,303602000,60.99888610839844
1585056600,59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,287531200,61.33677291870117
1584970200,57.02000045776367,57.125,53.15250015258789,56.092498779296875,336752800,55.74421691894531
1584711000,61.79499816894531,62.95750045776367,57,57.310001373291016,401693200,56.95415496826172
1584624600,61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,271857200,60.815032958984375
1584538200,59.942501068115234,62.5,59.279998779296875,61.66749954223633,300233600,61.28459930419922
1584451800,61.877498626708984,64.40249633789062,59.599998474121094,63.21500015258789,324056000,62.82249069213867
1584365400,60.48749923706055,64.7699966430664,60,60.5525016784668,322423600,60.1765251159668
1584106200,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,370732000,69.0610122680664
1584019800,63.98500061035156,67.5,62,62.057498931884766,418474000,61.672176361083984
1583933400,69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,255598800,68.4299545288086
1583847000,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,285290000,70.89207458496094
1583760600,65.9375,69.52249908447266,65.75,66.5425033569336,286744800,66.12933349609375
1583505000,70.5,72.70500183105469,70.30750274658203,72.25749969482422,226176800,71.80884552001953
1583418600,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,187572800,72.77530670166016
1583332200,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,219178400,75.2150650024414
1583245800,75.9175033569336,76,71.44999694824219,72.33000183105469,319475600,71.88089752197266
1583159400,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,341397200,74.23866271972656
1582900200,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,426884800,67.91566467285156
1582813800,70.2750015258789,71.5,68.23999786376953,68.37999725341797,320605600,67.9554214477539
1582727400,71.63249969482422,74.47000122070312,71.625,73.1624984741211,198054800,72.70822143554688
1582641000,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,230673600,71.57282257080078
1582554600,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,222195200,74.08214569091797
1582295400,79.65499877929688,80.11250305175781,77.625,78.26249694824219,129554000,77.77655792236328
1582209000,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,100566000,79.57780456542969
1582122600,80,81.14250183105469,80,80.90499877929688,93984000,80.40264892578125
1582036200,78.83999633789062,79.9375,78.65249633789062,79.75,152531200,79.25482177734375
1581690600,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,80113600,80.73308563232422
1581604200,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,94747600,80.71321868896484
1581517800,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,113730400,81.29209899902344
1581431400,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,94323200,79.4063720703125
1581345000,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,109348800,79.88835906982422
1581085800,80.59249877929688,80.8499984741211,79.5,80.00749969482422,117684000,79.51072692871094
0.1925,1581085800,DIVIDEND,0.1925
1580999400,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,105425600,80.60638427734375
1580913000,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,118826800,79.6744384765625
1580826600,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,136616400,79.02999877929688
1580740200,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,173985600,76.50431060791016
1580481000,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,199588400,76.7149887084961
1580394600,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,126743200,80.27424621582031
1580308200,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,216229200,80.3907470703125
1580221800,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,162234000,78.74247741699219
1580135400,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,161940000,76.57618713378906
1579876200,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,146537600,78.89614868164062
1579789800,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,104472000,79.12418365478516
1579703400,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,101832400,78.74495697021484
1579617000,79.29750061035156,79.75499725341797,79,79.14250183105469,110843200,78.46488189697266
1579271400,79.06749725341797,79.68499755859375,78.75,79.68250274658203,137816400,79.000244140625
1579185000,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,108829200,78.13522338867188
1579098600,77.9625015258789,78.875,77.38749694824219,77.83499908447266,121923600,77.16856384277344
1579012200,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,161954400,77.50070190429688
1578925800,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,121532000,78.56153106689453
