,t,RSI_Total,Adv_Total,Hill_Total,Jack_Total,Tiered_Total,Loser_Total,Random_Total,Pred_Total,Insider_Total
0,10545,397662.97160499997,395309.1736448491,396420.80870000005,391741.46282288904,392549.529008038,397041.34735000005,401104.98474967683,395274.6224983988,396173.5195428879
0,10546,397740.66460500006,395494.8365883038,396616.56870000006,391605.2273350144,392918.0312766301,396914.16735000006,401076.598353564,395411.8479565168,396288.7764881406
0,10547,397676.67260499997,395366.7894352393,396491.5587000001,391726.82828101923,392586.3792348972,397039.03735000006,401191.10198967776,395293.1225637982,396170.6045931948
0,10548,397569.447605,395230.0093269708,396358.4587000001,391680.551781093,392181.0267394459,397055.33735,401375.97576817835,395106.62663291325,395920.113767946
0,10549,397545.903605,395236.9848341561,396388.5487000001,391725.34614694153,392015.20071857946,397126.37735,401594.9653799283,395052.7580003912,395827.57366136723
0,10550,397515.67260499997,395392.3662949187,396587.5287000001,391437.58543952287,391978.35049172025,396969.23735,401994.05848243745,394993.42363627837,395600.882367988
0,10551,397597.972605,395615.85394929384,396841.1987000001,391358.2537088211,392291.57742002356,396906.4373500001,402119.5381173841,395126.7004177438,395693.9569975788
0,10552,397692.442605,395817.2253551377,397074.5787,391417.0052307916,392567.9541214676,396945.98735000007,402239.77097938664,395273.84302240907,395840.00747681974
0,10553,397597.423605,395602.47065596643,396818.23870000005,391324.4135702534,392328.4276468827,396869.87735,402043.9171430829,395131.77247931826,395706.60585332103
0,10554,397747.690605,395847.5068378297,397061.2287000001,391248.6250153408,392973.3066169189,396742.95735000004,401812.2876594479,395398.32139883214,396019.4182421935
0,10555,397810.523605,396040.14528846974,397288.74870000005,391209.9224990839,393175.98286464455,396725.22735000006,402002.89150505525,395493.5613453065,396068.9304984726
0,10556,397961.36760500004,396314.84094709286,397635.47870000004,391606.29490623355,393397.08422579983,397043.73735000007,402357.8627437682,395733.97576988535,396322.7644600171
0,10557,397849.66460500006,396104.7365860451,397399.00870000006,391537.56595560466,393047.0070706373,397010.61735,402308.00191029115,395555.6631138456,396124.6208516864
0,10558,397764.902605,395940.6221700787,397178.13870000007,391221.6451694191,393010.1568437781,396741.78735000006,401979.27374442643,395453.83722912497,395997.57000341406
0,10559,397680.929605,395855.0500660583,397129.38870000007,391376.0109772552,392512.6787811788,396939.0673500001,402393.6358410401,395282.23109107016,395768.0851644056
0,10560,397535.582605,395598.388038886,396829.6487000001,391168.7142329534,392144.1765125867,396795.78735000006,402260.2801487223,395062.04957885423,395503.60822889634
0,10561,397900.030605,396301.45765376545,397600.8287000001,391203.284527282,393433.934452659,396738.30735,402282.23735967505,395664.4204859049,396147.84539252275
0,10562,398068.74260500004,396657.64279932866,398006.8987000001,391263.6961864629,393968.2627421176,396766.58735000005,402439.209198087,395932.66788873036,396415.009537252
0,10563,398310.88560499996,397130.8169736909,398528.47870000004,391291.91762820334,394815.81795987935,396736.00735,402479.05425722525,396331.23417618324,396837.18263010867
0,10564,398371.195605,397381.07121472096,398823.62870000006,391140.0509592985,395055.34443446423,396644.2073500001,402755.774165883,396428.22555040824,396833.7190367376
0,10565,398648.91760499997,397910.6714524977,399501.38870000007,391914.0152627602,395405.42158962676,397282.13735000003,403533.4643554962,396795.58317699726,397276.2304355638
0,10566,398720.79960500007,398130.6442108357,399822.73870000005,391971.0754883324,395239.5955687603,397688.91735,404237.672431469,396849.3803508088,397299.53638593684
0,10567,398748.95860500005,398166.1437526945,399873.63870000007,391963.13707452547,395239.5955687603,397799.07735000004,404318.54306450614,396882.3498168157,397356.6571564007
0,10568,398636.04437,398082.89681773575,399839.2887000001,392072.06895203894,394686.8421658721,398120.54735,404805.90334685496,396720.9224660115,397166.44296545966
0,10569,398760.81437000004,398170.79409081803,399905.5687000001,392288.5727206023,395129.04488818266,398119.4473500001,404464.54061669915,396922.7573080091,397485.41980409506
0,10570,398717.41137,398026.4707543211,399701.88870000007,392157.5747456089,395184.3202284715,397883.97735,404068.06530071644,396872.43062702875,397447.43276884704
0,10571,398722.97237,398050.91217191424,399737.4987000001,392177.66354745266,395165.8951150419,397926.97735000006,404146.310606445,396877.79598825256,397448.48911468755
0,10572,398676.13137,397920.53984978795,399604.61870000005,392328.7282265951,394889.5184135978,398077.84735000005,404187.8185201206,396788.6127335237,397395.8214680588
0,10573,398726.91836999997,398082.3290966926,399808.5287000001,392339.4152764333,394981.6439807458,398163.60735000006,404443.5475345473,396863.8611770858,397442.52605804254
0,10574,398938.73237,398475.77123213327,400232.7887000001,392369.667329104,395755.4987447892,398093.24735,404392.0262117506,397213.4619538541,397819.8263439186
0,10575,399010.87337,398592.76026093215,400347.3087000001,392353.8481463264,396068.7256730925,398011.61735,404274.8990590214,397337.43917154043,397958.95058340573
0,10576,398800.40537,398283.13278149336,399990.00870000006,391974.0942307271,395552.82249706355,397759.99735,404201.4166096482,397018.17762424034,397525.4649423367
0,10577,398823.26437,398262.7739809806,399935.44870000007,391943.0443972604,395755.4987447892,397617.66735000006,403906.8054539832,397067.27529472596,397606.42571269145
0,10578,398715.11037,397917.6469596829,399551.9687,392230.4218737769,395239.5955687603,397824.44735000003,403752.46169664216,396873.39378321817,397512.45566235686
0,10579,398718.69837,397917.6469596829,399552.6587000001,392252.21207616053,395239.5955687603,397840.3173500001,403752.4619569293,396877.8137329043,397523.52682292426
0,10580,398731.10037,397926.3799148869,399554.44870000007,392244.9531193693,395313.29602247867,397803.98735,403682.08943800774,396901.0042022014,397554.76124369854
0,10581,398675.83736999996,397791.35725463706,399396.12870000006,392243.8897074434,395147.47000161227,397783.7573500001,403577.60224769823,396812.9866062257,397477.4640393502
0,10582,398741.65237,397744.2318674695,399303.37870000006,392436.9082616282,395423.8467030563,397746.09735000005,403131.75205940125,396922.2557880778,397707.75160986505
0,10583,398829.18837,397819.3135682674,399387.50870000006,392693.4222209895,395608.09783735237,397896.52735000005,403077.12795839057,397050.85707875504,397924.54807209846
0,10584,398848.22037,397836.7794786752,399389.97870000004,392643.85050357244,395755.4987447892,397798.33735000005,402936.3825018246,397090.1276635063,397969.2067857777
0,10585,398828.41737,397745.989315488,399283.73870000005,392729.7906260293,395663.3731776412,397837.90735000005,402842.3931955217,397054.362511083,397970.47722491954
0,10586,398915.54937,397967.1518008015,399526.7987000001,392617.211038041,396031.8754462333,397738.08735000005,402894.8760744262,397204.5494715154,398085.0923637625
0,10587,398927.70137,398109.14996823657,399712.5587000001,392507.92894953646,396031.8754462333,397768.40735000005,403218.35187683225,397222.14921612164,398027.32978688896
0,10588,398914.70037,398094.00922689063,399723.1587000001,392644.61771369673,395829.1991985076,397960.19735000003,403432.0950174204,397184.53780545783,398000.6016581544
0,10589,398905.38637,398125.426151669,399791.63870000007,392725.84043386823,395644.9480642116,398138.17735000007,403729.330983592,397154.26839762495,397953.7234428907
0,10590,398788.51237,397899.61332823196,399519.0387000001,392556.8139166245,395386.9964761971,397972.59735000005,403530.85145406873,396978.98362679617,397748.69358933327
0,10591,398860.50337,397950.2536114368,399565.63870000007,392732.6054675093,395589.67272392276,398035.86735,403397.9813230523,397089.9205658186,397933.6269980603
0,10592,398793.46937,397755.28999173513,399324.6587000001,392719.50997375854,395442.2718164859,397951.02735000005,403134.3796463039,396988.23018071597,397859.9265443419
0,10593,398610.03637,397265.8396339406,398731.36870000005,392682.30405410513,394981.6439807458,397781.34735000005,402583.5582605742,396704.7548989872,397629.61262647185
0,10594,398603.12637,397199.49088834657,398662.1487000001,392832.8607832766,394871.09330016817,397896.34735000005,402567.8147918909,396683.3871788855,397654.56308739627
0,10595,398670.35537,397494.54534748255,399053.23870000005,392842.89651249064,394889.5184135978,398122.58735000005,403217.39333854616,396773.60727238364,397663.77564411104
0,10596,398801.33037,397890.8803730281,399522.09870000003,392717.2358901703,395313.29602247867,398120.47735000006,403601.2258025448,396986.86091978574,397795.2781957358
0,10597,398824.53637,397997.3789986045,399664.12870000006,392720.8561331538,395313.29602247867,398205.54735000007,403843.83367663634,397017.42024077586,397795.43864733825
0,10598,398847.74237,398103.87762418075,399806.1587000001,392724.47637613723,395313.29602247867,398290.61735,404086.441550728,397047.97956176597,397795.5990989407
0,10599,398807.11637,397997.3789986045,399660.7787,392615.063121581,395313.29602247867,398128.49735,403843.83241292345,396995.9610647634,397741.6873605254
0,10600,398702.31637,397678.4508429186,399276.1587000001,392675.07790523465,395018.494207605,398076.55735,403478.3686430652,396829.94969671674,397636.96657933405
0,10601,398708.97537,397862.9240593978,399542.44870000007,392638.13681714644,394852.66818673856,398277.49735,404101.7045167336,396824.12959192076,397536.40389263385
0,10602,398569.26237,397488.7052823836,399094.53870000003,392646.5569890744,394465.7408047169,398192.4373500001,403723.1190746491,396604.39703020436,397362.51529711904
0,10603,398394.73037,397134.84530588205,398698.88870000007,392613.3929865237,393876.13717496954,398196.8073500001,403639.14392060594,396320.83363238187,397070.7620626915
0,10604,398070.474655,396715.2043048297,398265.36870000005,392001.00540678814,392881.1810497709,398286.68735,403901.78133275156,395876.7431806513,396537.3428411486
0,10605,398228.68865500006,397016.09882906463,398609.62870000006,392195.8280403147,393323.38377208146,398315.88735000003,404045.63205723447,396100.74986159767,396759.08600871364
0,10606,398222.37465500005,397005.040704799,398597.24870000005,392187.4931589299,393304.9586586518,398315.65735000005,404043.00782765856,396091.78641418647,396749.7130003964
0,10607,398205.920655,396822.8926573815,398340.0887,392227.89728015044,393415.50933922944,398117.69735000003,403492.66815173527,396074.02713978954,396804.9883406852
0,10608,398174.194655,396743.16061846004,398243.4687000001,392201.0354744575,393341.808885511,398094.01735000004,403401.3020338598,396029.5456360329,396771.3471458745
0,10609,398166.17865500005,396863.0425373638,398403.0187000001,392029.2926181743,393304.9586586518,398090.52735000005,403719.5288301338,396019.93018575176,396671.57307001465
0,10610,398205.696655,396867.12515444413,398384.7087,392106.4947887621,393489.2097929478,398005.91735000006,403503.1632216231,396078.49288093817,396763.8590887651
0,10611,398130.002655,396696.6029523356,398177.9487000001,392008.4350920532,393323.38377208146,397932.10735000006,403317.8063262567,395973.2639004453,396668.9122081499
0,10612,397936.644655,396373.5921795693,397804.59870000003,391611.86928279884,392844.3308229117,397802.85735,403168.7055092259,395703.5935389651,396358.9474800998
0,10613,397851.174655,396251.952812647,397665.3387000001,391410.5492259263,392641.6545751861,397729.48735,403139.8378220295,395585.26598695974,396206.42529506295
0,10614,397710.490655,395859.7004041817,397172.13870000007,391256.4379095035,392402.1281006012,397508.29735,402539.637474837,395391.9485179217,396070.45644592546
0,10615,397860.830655,396125.09538655786,397469.0287000001,391467.41326194344,392844.3308229117,397508.52735000005,402602.61889789667,395605.5979392264,396291.7182586831
0,10616,397891.760655,396077.9699993903,397367.3287000001,391491.0947852097,393120.70752435573,397265.01735000004,402156.7653334116,395657.5358896423,396378.4016450262
0,10617,397985.20065500005,396135.01806873723,397402.8587000001,391715.1069332856,393452.35956608865,397203.18735,401880.5250786692,396147.77273286623,396580.0083732338
0,10618,398015.878655,396261.3077737831,397556.29870000004,391663.615091328,393544.4851332366,397188.67735,402055.3836222666,396167.6882432144,396576.491611658
0,10619,397804.624935,396141.99357592256,397421.9487,391273.0860040094,393286.5335452222,397021.22735,402099.51054091414,396069.07935606036,396310.9715039858
0,10620,397787.2669350001,396130.9354516568,397408.05870000005,391216.3069174083,393268.1084317926,396986.26735000004,402096.8857417244,396055.4668508542,396277.37030370225
0,10621,397654.251935,395949.9228463257,397229.36870000005,391020.13464839506,392789.0554826228,397092.03735000006,402271.26408442634,395991.02040795656,396052.4449249382
0,10622,397550.91293500003,395648.46060104773,396845.4187000001,390913.3049084136,392641.6545751861,396900.50735,401765.0541789923,395892.93800690095,395963.50156898925
0,10623,397614.72793500003,395668.2516805172,396865.43870000006,391130.09665321634,392733.78014233406,396998.95735000004,401697.30809642863,395937.447481473,396097.9731855002
0,10624,397851.27993500006,396093.11074073636,397358.7987000001,391502.8662282005,393323.38377208146,397120.83735000005,401943.02297368477,396099.99565632583,396438.34325546306
0,10625,397914.350935,396223.48306286265,397493.8387000001,391533.31835651986,393599.76047352544,397019.64735000004,401901.5158748211,396127.6614894727,396525.6684482159
0,10626,397919.91193500004,396329.9816884389,397633.4487,391460.5149911433,393599.76047352544,397049.0573500001,402144.1228360216,396142.71895794035,396486.9996120311
0,10627,397932.407935,396436.4803140153,397774.00870000006,391417.7126290485,393599.76047352544,397100.31735,402386.7301555884,396163.86186438176,396463.5736780768
0,10628,397943.032935,396365.4812302977,397682.8987000001,391528.25027941534,393599.76047352544,397125.86735,402224.9929220785,396166.4001238822,396520.85490014305
0,10629,397938.065935,396656.45307235327,398087.7187,391316.4170222197,393433.934452659,397331.37735,403090.9353495415,396213.93157692667,396364.2946041961
0,10630,398016.669935,397058.0061570655,398619.10870000004,391282.9931884408,393452.35956608865,397602.89735000004,403983.1211176843,396318.6055028575,396345.90948529355
0,10631,398184.441935,397369.9588055661,398976.1787000001,391518.69010483753,393912.98740182875,397642.21735000005,404129.59623395104,396428.7404495856,396583.92508008005
0,10632,398150.45593500003,397434.5501031416,399076.0687000001,391370.70324936876,393784.01160782157,397689.09735000005,404434.7027273355,396423.8216844663,396473.22712157766
0,10633,398083.761935,397126.6800717213,398709.11870000005,391486.0119326818,393507.63490637747,397759.05735,404071.8651825878,396376.0138305746,396462.75824638706
0,10634,398005.652935,396909.60020348825,398444.4487000001,391428.0916798579,393323.38377208146,397698.36735,403803.0154503212,396313.48653273657,396387.48009749386
0,10635,398063.853935,396700.68556941603,398150.99870000005,391787.3309952937,393507.63490637747,397648.77735000005,403101.4374584985,396317.83378844225,396622.5680424039
0,10636,398082.266935,396782.74277739925,398257.59870000003,391784.1004370552,393526.0600198071,397694.98735,403265.8000947626,396339.15719284036,396624.56027700944
0,10637,398105.55793500005,396758.3013598061,398226.0187000001,391898.8326491335,393544.4851332366,397744.67735000007,403187.5563092617,396354.5833143522,396688.16592694685
0,10638,398060.47793500003,396698.9281213974,398186.00870000006,391881.6364839891,393268.1084317926,397910.47735,403390.8021203681,396349.4896605015,396606.4565402789
0,10639,398032.11893500003,396615.1134653955,398113.5187000001,391950.75052781386,393010.1568437781,398105.26735000004,403515.80380646855,396354.056976398,396573.91215933004
0,10640,398023.962935,396666.3214696435,398193.6887000001,391910.1675640117,392918.0312766301,398190.10735,403745.29054776975,396365.17321790545,396527.84937575605
